Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
4725251,07/18/2016,0010,20,Olympic,2053,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
4725257,07/18/2016,0200,20,Olympic,2011,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNCIL,WESTERN
4726846,07/20/2016,0015,20,Olympic,2002,30,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MAPLEWOOD,WESTERN                      AV
4732238,07/26/2016,0005,20,Olympic,2071,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH,WESTERN
4733249,07/27/2016,0355,06,Hollywood,0678,25,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN                      AV
4736319,07/30/2016,0135,06,Hollywood,0666,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEXINGTON,WESTERN                      AV
4742872,08/06/2016,0220,06,Hollywood,0678,33,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
4743884,08/07/2016,0520,20,Olympic,2002,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLINTON,WESTERN
4744344,08/08/2016,0025,20,Olympic,2071,25,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,PICO,WESTERN
4744383,08/08/2016,0105,06,Hollywood,0657,26,M,O,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ROMAINE,WESTERN
4744387,08/08/2016,0105,06,Hollywood,0657,30,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ROMAINE,WESTERN
4744408,08/08/2016,0150,20,Olympic,2002,29,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN
4745348,08/09/2016,0245,06,Hollywood,0678,23,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
4747398,08/11/2016,0205,20,Olympic,2073,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
4749579,08/13/2016,0130,20,Olympic,2071,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO,WESTERN
4749687,08/13/2016,0330,20,Olympic,2053,22,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,HARRINGTON,WESTERN
4749696,08/13/2016,0335,20,Olympic,2071,32,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,HARRINGTON,WESTERN
4751199,08/15/2016,0115,06,Hollywood,0678,18,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,INSTITUTE,WESTERN                      AV
4752427,08/16/2016,0550,20,Olympic,2091,24,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,20TH                         ST,WESTERN
4752435,08/16/2016,0505,20,Olympic,2011,33,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,1ST,WESTERN
4757972,08/22/2016,0155,06,Hollywood,0678,38,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
4758699,08/23/2016,0105,06,Hollywood,0678,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
4769953,09/02/2016,2310,06,Hollywood,0657,34,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON,WESTERN                      AV
4769974,09/02/2016,2345,06,Hollywood,0678,49,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
4769997,09/03/2016,0025,06,Hollywood,0657,35,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN                      AV
4770008,09/02/2016,2350,06,Hollywood,0657,53,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON                       AV,WESTERN                      AV
4771635,09/05/2016,0055,20,Olympic,2011,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO,WESTERN
4771645,09/05/2016,0220,06,Hollywood,0659,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
4778819,09/13/2016,0250,06,Hollywood,0677,22,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON                     AV,WESTERN                      BL
4778824,09/13/2016,0250,06,Hollywood,0677,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON                     AV,WESTERN                      BL
4784541,09/19/2016,0200,06,Hollywood,0657,29,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SIERRA VISTA,WESTERN
4790894,09/26/2016,0115,20,Olympic,2002,26,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ROSEWOOD,WESTERN
4794560,09/30/2016,0040,06,Hollywood,0657,50,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON,WESTERN
4794585,09/30/2016,0055,06,Hollywood,0657,20,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
4794645,09/30/2016,0125,06,Hollywood,0657,24,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARTON,WESTERN
4800583,10/07/2016,0230,06,Hollywood,0656,25,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
4813356,10/22/2016,0140,06,Hollywood,0678,32,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN
4813361,10/22/2016,0140,06,Hollywood,0678,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN
4814246,10/23/2016,0145,06,Hollywood,0678,28,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,INSTITUTE,WESTERN
4824570,11/03/2016,2340,06,Hollywood,0678,37,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
4824597,11/03/2016,2345,06,Hollywood,0677,43,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE,WESTERN
4824853,04/19/2017,0450,20,Olympic,2071,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
4836592,11/18/2016,0001,20,Olympic,2002,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLINTON,WESTERN
4840046,11/22/2016,0500,06,Hollywood,0657,27,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MELROSE,WESTERN
4853096,12/09/2016,0020,06,Hollywood,0678,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
4853104,12/09/2016,0020,06,Hollywood,0678,42,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
4853145,12/08/2016,2219,20,Olympic,2073,37,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
4869192,12/30/2016,0135,06,Hollywood,0677,49,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
4887388,01/21/2017,0025,20,Olympic,2021,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,WASHINGTON,WESTERN
4887399,01/21/2017,0040,20,Olympic,2021,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO,WESTERN
4887407,01/21/2017,0100,20,Olympic,2022,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO                         BL,WESTERN                      BL
4887429,01/21/2017,0110,20,Olympic,2022,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,PICO                         BL,WESTERN                      BL
4887563,01/21/2017,0055,20,Olympic,2021,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,PICO,WESTERN
4892169,01/27/2017,0110,06,Hollywood,0646,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
4892203,01/27/2017,0050,20,Olympic,2062,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
4892410,01/27/2017,0040,20,Olympic,2062,19,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN
4892418,01/27/2017,0050,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC                      BL,WESTERN                      AV
4893247,01/28/2017,0045,20,Olympic,2002,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,WASHINGTON,WESTERN
4893303,01/28/2017,0130,20,Olympic,2002,28,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
4894294,01/29/2017,0110,20,Olympic,2063,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
4906668,02/12/2017,0030,20,Olympic,2073,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,14TH                         ST,WESTERN
4911043,02/17/2017,0010,06,Hollywood,0677,33,M,O,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
4911096,02/17/2017,0230,06,Hollywood,0669,27,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SANTA MONICA,WESTERN
4913845,02/21/2017,0100,06,Hollywood,0659,43,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
4913849,02/21/2017,0100,06,Hollywood,0659,26,M,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
4913859,02/21/2017,0001,06,Hollywood,0659,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,FOUNTAIN,WESTERN
4930579,03/11/2017,0230,20,Olympic,2062,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH ST,WESTERN
4930590,03/11/2017,0130,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
4930697,03/11/2017,0330,20,Olympic,2056,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
4960504,04/14/2017,0100,06,Hollywood,0677,20,M,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN
4960512,04/14/2017,0100,06,Hollywood,0677,18,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN
4975226,04/30/2017,0005,20,Olympic,2073,29,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE,WESTERN                      AV
4977508,05/03/2017,0110,06,Hollywood,0678,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON                     PL,WESTERN                      AV
4979653,05/05/2017,0040,06,Hollywood,0657,26,M,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,BARTON,WESTERN
4998407,05/26/2017,0140,06,Hollywood,0678,45,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SANTA MONICA,WESTERN
5006054,06/03/2017,0040,06,Hollywood,0677,25,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN                      AV
5042042,07/13/2017,0450,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH,WESTERN
5042064,07/13/2017,0440,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH,WESTERN
5048338,07/20/2017,0100,20,Olympic,2004,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CLINTON,WESTERN
5048350,07/20/2017,0100,20,Olympic,2004,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MAPLEWOOD,WESTERN
5062403,08/04/2017,0135,06,Hollywood,0677,39,M,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
5070640,08/12/2017,2330,20,Olympic,2063,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH,WESTERN
5080565,08/24/2017,0355,20,Olympic,2011,31,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
5080584,08/24/2017,0330,20,Olympic,2011,18,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ELMWOOD,WESTERN
5082836,08/25/2017,2350,20,Olympic,2002,36,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ELMWOOD,WESTERN
5088112,09/01/2017,0300,06,Hollywood,0678,37,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,INSTITUTE                    PL,WESTERN                      AV
5095690,09/09/2017,0100,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN
5096246,09/10/2017,0130,06,Hollywood,0657,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,LEMON GROVE,WESTERN                      AV
5100510,09/15/2017,0030,06,Hollywood,0677,19,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
5107735,09/22/2017,0005,06,Hollywood,0677,25,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
5107747,09/22/2017,0145,06,Hollywood,0678,41,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SANTA MONICA,WESTERN
5107841,09/22/2017,0115,06,Hollywood,0678,38,M,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MAPLEWOOD,WESTERN
5120650,10/06/2017,0432,20,Olympic,2004,19,F,O,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CLINTON                      ST,WESTERN                      AV
5126983,10/13/2017,0150,20,Olympic,2063,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON,WESTERN
5127045,10/13/2017,0305,20,Olympic,2004,18,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
5127052,10/13/2017,0300,20,Olympic,2013,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
5127919,10/14/2017,0120,20,Olympic,2053,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
5132051,10/19/2017,0225,20,Olympic,2063,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,COUNTRY CLUB                 DR,WESTERN
5134961,10/22/2017,0115,20,Olympic,2073,28,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH                         ST,WESTERN
5138940,10/27/2017,0040,06,Hollywood,0677,37,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,VIRGINIA,WESTERN
5139190,10/27/2017,0220,06,Hollywood,0677,32,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
5148735,11/08/2017,0025,06,Hollywood,0666,20,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE                      AV,WESTERN                      AV
5155824,11/16/2017,0240,20,Olympic,2071,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO                         BL,WESTERN                      AV
5156675,11/17/2017,0045,20,Olympic,2073,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE,WESTERN
5156699,11/16/2017,2311,20,Olympic,2063,21,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         PL,WESTERN                      AV
5167204,11/30/2017,0015,20,Olympic,2063,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,HARRINGTON,WESTERN
5168395,12/01/2017,0510,20,Olympic,2063,32,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
5174628,12/09/2017,0030,20,Olympic,2073,32,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,15TH,WESTERN
5183937,12/21/2017,0145,20,Olympic,2062,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN                      BL
5183941,12/21/2017,0150,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH,WESTERN
5183944,12/21/2017,0055,06,Hollywood,0677,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
5183962,12/21/2017,0105,20,Olympic,2002,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MAPLEWOOD,WESTERN
5193990,01/03/2018,0235,20,Olympic,2063,21,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN                      AV
5196960,01/06/2018,0005,06,Hollywood,0678,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
5197468,01/06/2018,0500,20,Olympic,2063,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,HARRINGTON,WESTERN                      AV
5197479,01/06/2018,0530,20,Olympic,2073,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN
5197483,01/06/2018,0625,20,Olympic,2062,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN                      AV
5202168,01/12/2018,0035,06,Hollywood,0677,39,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
5202174,01/12/2018,0200,06,Hollywood,0677,27,M,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
5202226,01/12/2018,0200,06,Hollywood,0677,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MANHATTAN,WESTERN
5202241,01/12/2018,0300,06,Hollywood,0677,44,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
5209497,01/20/2018,0555,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
5215659,01/27/2018,0100,20,Olympic,2062,27,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         AV,WESTERN
5215669,01/27/2018,0120,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,CAMBRIDGE,WESTERN                      AV
5215715,01/27/2018,0155,20,Olympic,2063,31,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         AV,WESTERN                      AV
5215726,01/27/2018,0210,20,Olympic,2062,20,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         PL,WESTERN                      AV
5215774,01/27/2018,0240,20,Olympic,2011,26,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,1ST                          AV,WESTERN
5215787,01/27/2018,0325,20,Olympic,2062,29,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
5215805,01/27/2018,0320,20,Olympic,2062,20,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,COUNTRY CLUB,WESTERN
5222586,02/03/2018,0645,20,Olympic,2073,24,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CAMBRIDGE                    ST,WESTERN                      AV
5222589,02/03/2018,0515,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB                 DR,WESTERN                      AV
5222623,02/03/2018,0515,20,Olympic,2062,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
5222625,02/03/2018,0455,20,Olympic,2071,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH                         ST,WESTERN                      AV
5242815,02/26/2018,0300,20,Olympic,2073,32,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
5253143,03/09/2018,0635,20,Olympic,2022,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,6TH,WESTERN
5264710,03/23/2018,0435,20,Olympic,2002,40,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MAPLEWOOD                    AV,WESTERN                      AV
5274056,04/03/2018,0540,20,Olympic,2062,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
5274059,04/03/2018,0410,20,Olympic,2073,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,14TH                         ST,WESTERN                      AV
5274070,04/03/2018,0500,20,Olympic,2063,19,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH                         ST,WESTERN                      AV
5274073,04/03/2018,0450,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH                         ST,WESTERN                      AV
5284621,04/14/2018,0530,20,Olympic,2002,30,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,ELMWOOD,WESTERN
5284622,04/14/2018,0405,20,Olympic,2053,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,CONNECTICUT                  ST,S  WESTERN                      AV
5284641,04/14/2018,0530,20,Olympic,2002,23,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
5291126,04/21/2018,0355,06,Hollywood,0677,31,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,LEMON GROVE,WESTERN
5291151,04/21/2018,0530,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN
5301209,05/03/2018,0005,06,Hollywood,0657,50,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
5308668,05/11/2018,0135,06,Hollywood,0657,27,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MELROSE,WESTERN
5332478,06/06/2018,0435,20,Olympic,2062,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN
5342090,06/16/2018,0500,20,Olympic,2063,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH                         ST,WESTERN
5342097,06/16/2018,0450,20,Olympic,2063,23,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,12TH                         ST,WESTERN
5345244,06/20/2018,0455,06,Hollywood,0677,30,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
5354963,07/01/2018,0115,06,Hollywood,0677,20,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MARATHON,WESTERN
5366286,07/14/2018,0020,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH                         PL,WESTERN                      AV
5366304,07/14/2018,0025,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC                      BL,WESTERN                      AV
5366329,07/14/2018,0230,20,Olympic,2062,26,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,2ND,WESTERN
5366382,07/14/2018,0125,20,Olympic,2062,20,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,COUNTRY CLUB,WESTERN                      AV
5366386,07/14/2018,0115,20,Olympic,2062,27,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO,WESTERN
5376864,07/25/2018,2350,06,Hollywood,0657,32,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SANTA MONICA,WESTERN
5376906,07/26/2018,0050,06,Hollywood,0666,18,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ROSEWOOD,WESTERN
5376919,07/26/2018,0040,06,Hollywood,0666,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BARRINGTON,WESTERN
5378161,07/27/2018,0455,20,Olympic,2062,23,F,H,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH                         ST,WESTERN
5378167,07/27/2018,0455,20,Olympic,2063,27,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH,WESTERN
5378172,07/27/2018,0600,20,Olympic,2033,20,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,ST ANDREWS,WESTERN
5378191,07/27/2018,0455,20,Olympic,2063,20,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,12TH,WESTERN
5378196,07/27/2018,0545,20,Olympic,2062,22,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
5378522,07/27/2018,0445,20,Olympic,2062,24,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
5392618,08/12/2018,0015,20,Olympic,2063,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
5392653,08/11/2018,2350,20,Olympic,2071,32,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,15TH,WESTERN
5397056,08/17/2018,0240,06,Hollywood,0677,44,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MARATHON,WESTERN
5397209,08/17/2018,0345,20,Olympic,2063,19,F,W,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,11TH                         ST,WESTERN
5397225,08/17/2018,0425,20,Olympic,2063,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
5397830,08/18/2018,0105,20,Olympic,2013,21,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,BEVERLY,WESTERN
5408560,08/29/2018,2350,20,Olympic,2063,18,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,PICO,WESTERN
5408565,08/30/2018,0005,20,Olympic,2063,32,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,OLYMPIC,WESTERN
5408568,08/30/2018,0215,20,Olympic,2062,19,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,11TH,WESTERN
